game;Accurate passes_away_1ST;Accurate passes_away_2ND;Accurate passes_away_ALL;Accurate passes_home_1ST;Accurate passes_home_2ND;Accurate passes_home_ALL;Aerials won_away_1ST;Aerials won_away_2ND;Aerials won_away_ALL;Aerials won_home_1ST;Aerials won_home_2ND;Aerials won_home_ALL;Ball possession_away_1ST;Ball possession_away_2ND;Ball possession_away_ALL;Ball possession_home_1ST;Ball possession_home_2ND;Ball possession_home_ALL;Big chances missed_away_1ST;Big chances missed_away_2ND;Big chances missed_away_ALL;Big chances missed_home_1ST;Big chances missed_home_2ND;Big chances missed_home_ALL;Big chances_away_1ST;Big chances_away_2ND;Big chances_away_ALL;Big chances_home_1ST;Big chances_home_2ND;Big chances_home_ALL;Blocked shots_away_1ST;Blocked shots_away_2ND;Blocked shots_away_ALL;Blocked shots_home_1ST;Blocked shots_home_2ND;Blocked shots_home_ALL;Corner kicks_away_1ST;Corner kicks_away_2ND;Corner kicks_away_ALL;Corner kicks_home_1ST;Corner kicks_home_2ND;Corner kicks_home_ALL;Counter attacks_away_1ST;Counter attacks_away_2ND;Counter attacks_away_ALL;Counter attacks_home_1ST;Counter attacks_home_2ND;Counter attacks_home_ALL;Duels won_away_1ST;Duels won_away_2ND;Duels won_away_ALL;Duels won_home_1ST;Duels won_home_2ND;Duels won_home_ALL;Fouls_away_ALL;Fouls_home_ALL;Goalkeeper saves_away_1ST;Goalkeeper saves_away_2ND;Goalkeeper saves_away_ALL;Goalkeeper saves_home_1ST;Goalkeeper saves_home_2ND;Goalkeeper saves_home_ALL;Hit woodwork_away_1ST;Hit woodwork_away_2ND;Hit woodwork_away_ALL;Hit woodwork_home_1ST;Hit woodwork_home_2ND;Hit woodwork_home_ALL;Offsides_away_1ST;Offsides_away_2ND;Offsides_away_ALL;Offsides_home_1ST;Offsides_home_2ND;Offsides_home_ALL;Passes_away_1ST;Passes_away_2ND;Passes_away_ALL;Passes_home_1ST;Passes_home_2ND;Passes_home_ALL;Red cards_away_1ST;Red cards_away_2ND;Red cards_away_ALL;Red cards_home_1ST;Red cards_home_2ND;Red cards_home_ALL;Shots inside box_away_1ST;Shots inside box_away_2ND;Shots inside box_away_ALL;Shots inside box_home_1ST;Shots inside box_home_2ND;Shots inside box_home_ALL;Shots off target_away_1ST;Shots off target_away_2ND;Shots off target_away_ALL;Shots off target_home_1ST;Shots off target_home_2ND;Shots off target_home_ALL;Shots on target_away_1ST;Shots on target_away_2ND;Shots on target_away_ALL;Shots on target_home_1ST;Shots on target_home_2ND;Shots on target_home_ALL;Shots outside box_away_1ST;Shots outside box_away_2ND;Shots outside box_away_ALL;Shots outside box_home_1ST;Shots outside box_home_2ND;Shots outside box_home_ALL;Total shots_away_1ST;Total shots_away_2ND;Total shots_away_ALL;Total shots_home_1ST;Total shots_home_2ND;Total shots_home_ALL;Yellow cards_away_1ST;Yellow cards_away_2ND;Yellow cards_away_ALL;Yellow cards_home_1ST;Yellow cards_home_2ND;Yellow cards_home_ALL;away_score;data;form_minute_1;form_minute_10;form_minute_11;form_minute_12;form_minute_13;form_minute_14;form_minute_15;form_minute_16;form_minute_17;form_minute_18;form_minute_19;form_minute_2;form_minute_20;form_minute_21;form_minute_22;form_minute_23;form_minute_24;form_minute_25;form_minute_26;form_minute_27;form_minute_28;form_minute_29;form_minute_3;form_minute_30;form_minute_31;form_minute_32;form_minute_33;form_minute_34;form_minute_35;form_minute_36;form_minute_37;form_minute_38;form_minute_39;form_minute_4;form_minute_40;form_minute_41;form_minute_42;form_minute_43;form_minute_44;form_minute_45;form_minute_45.5;form_minute_46;form_minute_47;form_minute_48;form_minute_49;form_minute_5;form_minute_50;form_minute_51;form_minute_52;form_minute_53;form_minute_54;form_minute_55;form_minute_56;form_minute_57;form_minute_58;form_minute_59;form_minute_6;form_minute_60;form_minute_61;form_minute_62;form_minute_63;form_minute_64;form_minute_65;form_minute_66;form_minute_67;form_minute_68;form_minute_69;form_minute_7;form_minute_70;form_minute_71;form_minute_72;form_minute_73;form_minute_74;form_minute_75;form_minute_76;form_minute_77;form_minute_78;form_minute_79;form_minute_8;form_minute_80;form_minute_81;form_minute_82;form_minute_83;form_minute_84;form_minute_85;form_minute_86;form_minute_87;form_minute_88;form_minute_89;form_minute_9;form_minute_90;form_minute_90.5;home_score;hora;result;team_away;team_home
BOU X ARS 2017-01-03;231 (81%);238 (83%);469 (82%);164 (75%);111 (71%);275 (73%);8;8;16;9;8;17;57%;66%;61%;43%;34%;39%;;;;;;;;;;;;;1;4;5;1;1;2;2;5;7;2;2;4;;;;;;;23;26;49;25;29;54;12;10;1;2;3;0;1;1;;;;;;;2;1;3;2;0;2;284;287;571;220;156;376;0;0;0;0;1;1;2;7;9;3;3;6;2;3;5;4;1;5;0;4;4;3;3;6;1;4;5;5;2;7;3;11;14;8;5;13;2;1;3;1;2;3;3;2017-01-03;-2;33;-25;5;5;5;2;7;7;83;47;-2;26;88;50;-31;-4;-3;-7;-5;-6;-9;-4.0;-36;-24;-17;-2;1;33.0;16;32;20;3;-4;-3;-5;-38;-18;-10;-1;40.0;-11;-17;-15;-13;-5;-17;-16;-40;-48;-33;-23;-23;-11;-9;76;23;36;-25;81;48;24;21;16;-5;-4;-7;20;-9;-90;-57;-38;-26;-59;-100;-68;-49;-27;12;-5;4;30;4;-5;-6;-73;-55;-36.0;-55.0;63;-35.0;-40.0;3;17:45:00;0;ARS;BOU
CRY X SWA 2017-01-03;231 (83%);146 (73%);377 (79%);145 (74%);170 (79%);315 (77%);14;9;23;9;2;11;60%;47%;53%;40%;53%;47%;;;;;;;;;;;;;0;2;2;1;1;2;2;3;5;1;3;4;1;0;1;0;0;0;34;23;57;23;23;46;14;13;1;1;2;2;0;2;;;;;;;1;0;1;0;1;1;277;200;477;197;214;411;;;;;;;6;1;7;2;2;4;4;1;5;1;1;2;3;1;4;1;2;3;1;3;4;1;2;3;7;4;11;3;4;7;1;0;1;0;2;2;2;2017-01-03;-6;-5;-24;-17;-20;-13;-9;-5;63;-97;-36;-9;-14;-1;8;11;9;-7;-27;-19;-43;-32;-12.0;-20;-12;-9;-44;-28;-18.0;-12;-9;-4;-4;-14;24;15;7;-77;-38;4;-5.0;3;2;2;2;-15;2;2;2;2;2;7;5;-21;-11;-3;-25;64;39;28;25;20;18;12;4;-3;43;-51;20;14;10;28;16;12;9;7;-3;-3;-28;-3;-29;-19;-8;78;41;24;17;8.0;-77.0;-14;-47.0;-5.0;1;18:00:00;-1;SWA;CRY
STO X WAT 2017-01-03;105 (63%);132 (72%);237 (67%);157 (74%);139 (74%);296 (74%);12;11;23;12;14;26;43%;50%;46%;57%;50%;54%;;;;;;;;;;;;;1;2;3;3;1;4;0;6;6;5;2;7;;;;;;;28;25;53;27;33;60;15;10;1;2;3;0;1;1;;;;;;;0;0;0;1;2;3;168;184;352;212;187;399;;;;;;;1;4;5;5;6;11;2;2;4;3;4;7;0;2;2;2;3;5;2;2;4;3;2;5;3;6;9;8;8;16;0;2;2;1;0;1;0;2017-01-03;-10;27;26;8;4;-27;-15;32;14;10;9;-3;7;3;-4;6;8;-22;-5;9;29;13;2.0;5;7;8;3;-11;-5.0;4;44;50;30;2;18;35;14;4;4;-3;120.0;-9;5;-35;30;8;81;45;29;22;13;5;30;20;19;-38;5;-13;-7;28;12;9;-16;-6;-6;5;-6;3;-7;7;37;27;10;5;-3;68;34;-58;57;-23;-14;-45;-23;84;47;27;17;16.0;-34.0;37;7.0;0.0;2;18:00:00;1;WAT;STO
TOT X CHE 2017-01-04;169 (77%);260 (85%);429 (82%);208 (79%);126 (72%);334 (76%);9;7;16;9;11;20;45%;64%;55%;55%;36%;45%;;;;;;;;;;;;;0;3;3;0;1;1;1;5;6;1;0;1;;;;;;;28;26;54;34;29;63;8;9;0;0;0;0;2;2;;;;;;;2;2;4;1;1;2;219;307;526;264;176;440;;;;;;;1;5;6;1;2;3;3;3;6;3;3;6;0;2;2;1;1;2;2;3;5;3;3;6;3;8;11;4;5;9;2;0;2;2;1;3;0;2017-01-04;-3;3;13;12;11;11;1;-1;30;16;15;-3;21;12;25;15;33;50;6;5;6;4;-4.0;-5;-5;-13;-12;-12;-11.0;-11;-43;-23;-1;-5;2;-4;3;-4;-19;-12;80.0;-22;-19;-17;-78;-25;-48;-60;-35;20;9;61;38;17;3;-51;-25;-39;-49;-22;-6;7;35;35;27;20;11;-20;29;11;1;-10;-43;-30;-15;28;13;18;-9;3;-3;-5;-6;-7;-1;-8;-16;-16.0;-15.0;-3;;-55.0;2;18:00:00;1;CHE;TOT
TOT X WBA 2017-01-14;60 (58%);102 (70%);162 (65%);312 (89%);276 (87%);588 (88%);6;4;10;6;4;10;23%;32%;28%;77%;68%;72%;;;;;;;;;;;;;0;1;1;2;1;3;0;0;0;7;1;8;;;;;;;18;17;35;29;31;60;12;11;3;5;8;0;0;0;0;0;0;1;0;1;1;0;1;1;0;1;103;145;248;352;318;670;;;;;;;0;1;1;6;5;11;0;2;2;4;3;7;0;0;0;4;7;11;0;2;2;5;6;11;0;3;3;10;11;21;0;2;2;0;0;0;0;2017-01-14;-10;29;27;18;89;52;32;21;58;35;77;6;51;36;19;17;15;37;55;36;5;3;6.0;41;27;42;33;26;84.0;76;55;34;81;13;49;29;23;20;13;14;;-14;-21;-52;-31;45;-18;-9;-19;-14;-6;-2;-4;52;31;100;31;100;66;73;44;24;12;8;9;37;28;51;28;28;13;42;30;23;18;17;93;60;59;41;25;95;46;22;14;10;1;2.0;3.0;38;3.0;0.0;4;10:30:00;1;WBA;TOT
BUR X SOU 2017-01-14;166 (79%);151 (77%);317 (78%);96 (59%);83 (64%);179 (61%);22;10;32;8;14;22;57%;63%;60%;43%;37%;40%;;;;;;;;;;;;;6;2;8;0;2;2;3;4;7;2;0;2;0;0;0;0;1;1;38;28;66;22;31;53;14;14;0;2;2;1;4;5;;;;;;;2;0;2;0;0;0;210;195;405;163;129;292;;;;;;;9;6;15;1;1;2;2;5;7;2;2;4;1;4;5;0;3;3;0;5;5;1;6;7;9;11;20;2;7;9;1;1;2;0;1;1;0;2017-01-14;2;-50;-25;-12;59;33;29;20;10;1;-7;7;-7;-7;-11;-4;-4;-8;-2;2;-3;-3;-5.0;-4;-6;21;-23;-6;-3.0;-31;21;2;-9;-20;-7;-40;-29;-13;-3;-57;0.0;6;-5;-5;-2;-39;-1;1;-10;21;7;12;-9;-4;-8;-8;-28;-74;-62;-35;-19;-9;43;29;24;22;16;-26;14;-21;-37;-27;-16;-10;-4;-1;-1;70;-17;36;16;-51;-29;-24;-26;-17;-3;-68.0;-42.0;-10;-26.0;-35.0;1;13:00:00;1;SOU;BUR
HUL X BOU 2017-01-14;244 (82%);225 (82%);469 (82%);174 (81%);100 (71%);274 (77%);6;7;13;10;10;20;57%;66%;61%;43%;34%;39%;;;;;;;;;;;;;1;0;1;2;0;2;4;1;5;4;0;4;;;;;;;23;25;48;20;28;48;11;13;0;1;1;3;2;5;;;;;;;1;2;3;0;3;3;297;275;572;215;141;356;;;;;;;4;1;5;4;6;10;1;0;1;4;5;9;4;2;6;1;2;3;2;1;3;3;2;5;6;2;8;7;7;14;0;1;1;0;0;0;1;2017-01-14;-10;5;-2;-2;-9;-13;-11;-40;-4;-8;-10;-6;-16;-14;-53;-29;-24;-100;-76;-41;-29;-37;-9.0;-13;-24;30;93;53;28.0;15;3;-7;-7;-86;-7;6;31;19;18;34;;100;69;45;31;-61;21;90;54;68;42;26;42;23;38;31;-37;16;10;4;33;17;28;14;4;-5;-11;-23;-12;-50;-33;-82;-51;-33;-20;-10;-9;-11;-14;-7;-9;55;23;8;-7;-6;-14;-9.0;-11.0;-3;-13.0;-5.0;3;13:00:00;1;BOU;HUL
SUN X STO 2017-01-14;174 (77%);147 (74%);321 (76%);155 (75%);186 (81%);341 (78%);11;16;27;1;9;10;53%;46%;49%;47%;54%;51%;;;;;;;;;;;;;3;2;5;2;4;6;2;0;2;1;4;5;;;;;;;31;37;68;19;25;44;11;16;1;1;2;2;1;3;1;0;1;0;0;0;1;0;1;1;4;5;225;199;424;208;230;438;;;;;;;6;4;10;3;3;6;0;3;3;1;3;4;5;1;6;2;1;3;2;2;4;2;5;7;8;6;14;5;8;13;0;1;1;0;3;3;3;2017-01-14;10;-11;-23;-42;-28;-19;-17;-100;-71;-42;-25;5;-5;-7;-41;-64;-33;-27;-19;-7;2;-4;3.0;-8;-11;-13;-19;-100;-100.0;-58;-32;-16;7;1;5;100;79;47;28;8;0.0;75;45;58;35;-11;-30;-9;16;4;-5;-35;-34;-26;-14;-37;-5;-34;21;1;3;1;4;19;14;36;24;-9;22;16;14;11;3;8;6;50;31;21;-12;69;42;19;3;-3;-6;-6;-6;-8.0;-10.0;-18;-16.0;5.0;1;13:00:00;-1;STO;SUN
SWA X ARS 2017-01-14;273 (83%);234 (85%);507 (84%);185 (81%);188 (86%);373 (84%);5;12;17;6;4;10;59%;55%;57%;41%;45%;43%;;;;;;;;;;;;;1;5;6;1;2;3;1;1;2;2;1;3;;;;;;;22;31;53;18;24;42;8;12;1;2;3;1;3;4;;;;;;;0;0;0;1;1;2;330;275;605;227;219;446;;;;;;;2;10;12;1;5;6;0;2;2;3;3;6;2;4;6;1;2;3;1;3;4;4;2;6;3;11;14;5;7;12;0;0;0;1;1;2;4;2017-01-14;3;5;6;1;88;71;37;22;35;16;11;4;-22;-14;-10;-3;-3;-6;-10;-17;-6;-8;-7.0;-44;-29;-20;-15;-7;-2.0;-1;-1;5;-82;-9;-33;-22;-11;-5;9;27;5.0;3;4;10;-7;-12;-7;-11;-18;-16;-39;-27;-95;-55;-31;-15;-8;-7;-6;-2;-1;35;19;32;19;-31;-8;-2;6;-6;-38;-25;-95;-55;-30;-12;8;-11;3;-8;-10;-12;-14;13;-43;-16;-12;-4.0;-2.0;4;2.0;5.0;0;13:00:00;-1;ARS;SWA
WAT X MID 2017-01-14;229 (80%);96 (67%);325 (75%);125 (72%);125 (69%);250 (70%);14;13;27;13;15;28;62%;44%;54%;38%;56%;46%;;;;;;;;;;;;;0;0;0;0;1;1;1;0;1;0;3;3;;;;;;;29;32;61;25;29;54;15;15;1;4;5;0;1;1;0;0;0;0;1;1;1;2;3;2;0;2;288;143;431;174;181;355;;;;;;;1;2;3;0;9;9;1;3;4;1;5;6;0;1;1;1;4;5;0;2;2;2;1;3;1;4;5;2;10;12;0;1;1;0;3;3;0;2017-01-14;-7;2;-1;-11;-10;-10;-10;-10;-19;-15;-12;-9;-31;-20;-13;-9;-7;-3;-2;-2;-2;39;-12.0;25;13;11;5;-2;-2.0;-3;-33;-21;-13;-13;-9;-6;-3;-3;7;37;0.0;22;13;8;40;-12;22;19;8;8;10;6;2;-6;-2;-2;-11;-31;-19;-16;-8;6;3;27;22;33;30;-11;23;14;10;36;28;22;19;10;-7;-13;-3;-36;32;7;35;23;17;9;-9;-3.0;47.0;3;25.0;60.0;0;13:00:00;0;MID;WAT
WES X CRY 2017-01-14;192 (84%);164 (78%);356 (81%);139 (74%);115 (75%);254 (74%);7;13;20;12;8;20;56%;57%;56%;44%;43%;44%;;;;;;;;;;;;;0;3;3;3;1;4;1;1;2;0;2;2;0;0;0;0;2;2;23;26;49;35;30;65;14;10;0;0;0;1;0;1;;;;;;;0;1;1;1;0;1;228;210;438;188;154;342;;;;;;;1;2;3;2;6;8;2;4;6;2;5;7;1;0;1;0;3;3;2;5;7;3;3;6;3;7;10;5;9;14;1;1;2;2;2;4;0;2017-01-14;3;5;-7;-5;-22;-20;-14;-10;-8;-5;5;3;-3;-2;-3;-4;-5;-5;-5;6;36;21;4.0;9;-39;-13;-13;-10;-18.0;-40;-27;-18;-8;2;23;15;7;-9;-6;-13;-20.0;4;35;-29;-7;-5;-13;-11;-3;46;27;37;28;17;7;-4;-1;-5;-7;-13;-6;27;20;14;40;18;88;1;46;33;13;2;-30;-43;-24;-12;-4;2;5;84;47;19;8;7;-4;-5;73;38.0;14.0;1;2.0;-20.0;3;13:00:00;1;CRY;WES
LEI X CHE 2017-01-14;223 (83%);320 (86%);543 (85%);118 (67%);114 (70%);232 (68%);9;10;19;11;3;14;61%;69%;65%;39%;31%;35%;;;;;;;;;;;;;1;2;3;0;0;0;3;2;5;1;2;3;;;;;;;20;26;46;26;16;42;9;8;1;1;2;0;0;0;;;;;;;1;0;1;1;1;2;268;372;640;177;164;341;;;;;;;2;3;5;2;1;3;1;1;2;2;3;5;1;2;3;1;1;2;1;2;3;1;3;4;3;5;8;3;4;7;0;0;0;0;1;1;3;2017-01-14;-2;-20;-13;-8;-29;-21;-16;-13;41;23;16;-3;22;19;14;30;13;2;-8;-4;-4;-2;43.0;30;14;3;1;1;-1.0;0;-4;-6;-8;20;-29;-18;-36;-22;-43;-25;;-15;-8;-6;-3;8;4;-7;-79;-48;-30;-24;-20;-13;-14;-15;-44;-10;-6;-4;-23;-39;-59;-36;-23;-16;-12;-65;-3;-6;-88;-56;-37;-6;-7;2;-5;21;-45;9;-6;-6;-8;-12;-12;13;21;5.0;36.0;-29;18.0;25.0;0;15:30:00;-1;CHE;LEI
EVE X MCI 2017-01-15;328 (87%);265 (89%);593 (88%);103 (69%);80 (67%);183 (68%);10;7;17;6;2;8;71%;72%;71%;29%;28%;29%;;;;;;;;;;;;;3;1;4;0;1;1;3;3;6;2;1;3;;;;;;;28;28;56;31;21;52;7;17;0;0;0;1;3;4;;;;;;;2;2;4;3;1;4;375;297;672;150;120;270;;;;;;;2;3;5;1;4;5;1;3;4;0;1;1;2;3;5;1;3;4;4;4;8;0;1;1;6;7;13;1;5;6;0;2;2;0;2;2;0;2017-01-15;-4;7;-3;17;3;5;5;6;5;11;-8;-5;-8;-13;-16;-18;-17;-16;-56;-39;-29;-23;-6.0;-19;-9;-11;-6;28;47.0;1;-8;-5;-57;-2;-44;-32;-24;-20;-14;-7;15.0;-73;-43;36;-10;-7;-7;-5;-7;-16;-19;-15;-19;-15;-53;-41;-9;-28;-21;-37;-17;-8;-3;-1;2;-7;-10;-13;-38;-34;-92;-81;-40;-28;-13;-15;-49;-32;-10;-6;-2;-3;-8;-6;-7;38;16;17.0;6.0;-9;-5.0;75.0;4;11:30:00;1;MCI;EVE
MUN X LIV 2017-01-15;170 (77%);109 (65%);279 (72%);192 (78%);181 (75%);373 (77%);10;13;23;9;13;22;48%;41%;45%;52%;59%;55%;;;;;;;;;;;;;3;4;7;0;1;1;5;2;7;3;2;5;;;;;;;32;38;70;29;40;69;13;17;2;0;2;0;3;3;0;0;0;0;1;1;1;1;2;1;3;4;221;168;389;246;241;487;;;;;;;5;6;11;3;2;5;1;1;2;2;3;5;1;3;4;2;1;3;0;2;2;1;3;4;5;8;13;4;5;9;1;2;3;0;1;1;1;2017-01-15;-2;12;4;4;5;39;15;6;2;-2;-4;-2;24;16;13;11;-11;5;-33;-22;-100;-60;2.0;-30;-14;-2;26;16;70.0;27;43;21;10;-5;-13;-8;-9;33;20;-16;0.0;5;7;9;10;-48;-27;-14;19;3;-2;5;26;17;13;10;-30;8;31;26;-33;-2;18;-8;-4;17;-33;-11;-16;-11;-8;-8;-9;-31;-13;-8;10;3;-7;-5;-5;5;15;97;62;66;35;-34.0;-17.0;15;-9.0;-40.0;1;14:00:00;0;LIV;MUN
LIV X SWA 2017-01-21;123 (75%);92 (74%);215 (75%);370 (89%);313 (85%);683 (87%);10;8;18;6;11;17;28%;25%;27%;72%;75%;73%;;;;;;;;;;;;;1;0;1;1;3;4;1;2;3;2;4;6;;;;;;;25;23;48;32;33;65;7;7;0;3;3;0;0;0;1;0;1;0;1;1;1;0;1;1;1;2;163;125;288;417;368;785;;;;;;;1;4;5;5;4;9;0;2;2;5;2;7;0;3;3;0;5;5;0;1;1;1;6;7;1;5;6;6;10;16;0;1;1;1;0;1;3;2017-01-21;10;25;18;14;12;8;42;28;20;75;41;11;21;-20;6;6;6;4;10;36;32;17;12.0;8;3;-3;-5;31;26.0;20;12;7;33;17;24;25;50;30;17;2;5.0;2;3;-66;-72;16;-37;-17;-5;-75;-35;81;41;31;31;25;14;54;37;27;21;18;13;18;-50;-17;27;13;95;62;47;34;34;-69;-26;-16;45;-26;13;-4;-10;82;48;32;61;68;41;55.0;14.0;42;15.0;0.0;2;10:30:00;-1;SWA;LIV
BOU X WAT 2017-01-21;133 (68%);67 (55%);200 (63%);237 (80%);178 (78%);415 (79%);14;10;24;11;8;19;40%;34%;38%;60%;66%;62%;;;;;;;;;;;;;2;3;5;2;2;4;1;3;4;5;4;9;;;;;;;24;19;43;24;31;55;16;6;2;1;3;0;1;1;;;;;;;1;1;2;1;2;3;197;122;319;297;229;526;;;;;;;1;2;3;5;5;10;1;1;2;3;3;6;1;2;3;2;3;5;3;4;7;2;3;5;4;6;10;7;8;15;0;2;2;0;1;1;2;2017-01-21;-10;58;30;14;4;69;39;25;18;13;8;-2;49;83;47;31;-52;-59;-36;-18;-17;-7;9.0;5;31;27;15;-28;-9.0;-5;-1;3;5;-13;-3;3;3;24;18;15;0.0;10;9;4;96;-1;56;36;25;19;8;-51;45;14;32;23;5;42;31;52;39;28;-100;-41;-21;-18;-10;5;6;-5;31;22;18;17;12;6;-29;-3;1;-1;2;-4;76;46;28;18;12;3.0;3.0;6;-4.0;50.0;2;13:00:00;0;WAT;BOU
CRY X EVE 2017-01-21;190 (79%);189 (80%);379 (80%);142 (76%);130 (71%);272 (73%);5;4;9;12;13;25;56%;57%;56%;44%;43%;44%;;;;;;;;;;;;;1;2;3;3;1;4;5;2;7;4;4;8;;;;;;;22;26;48;29;36;65;15;10;0;2;2;3;4;7;1;0;1;1;0;1;1;0;1;1;0;1;241;235;476;188;183;371;;;;;;;4;5;9;1;4;5;3;3;6;1;1;2;3;5;8;0;2;2;3;5;8;3;0;3;7;10;17;4;4;8;1;0;1;0;0;0;1;2017-01-21;10;20;11;5;-8;-12;-14;-13;-77;-51;-37;9;-49;-72;-60;-63;-45;-27;-16;-6;-4;-5;9.0;-12;-12;-6;46;40;19.0;-30;-35;-24;-100;8;-64;-16;-5;5;11;15;0.0;7;-6;-40;-29;3;-48;-33;-24;-41;-2;-4;-45;-74;-45;-62;-5;-45;-27;-16;-13;-9;-8;-42;-22;-10;6;4;11;10;8;6;-38;-21;-12;-7;30;7;4;64;38;22;11;7;-1;2;-33;-56.0;-31.0;36;-16.0;20.0;0;13:00:00;-1;EVE;CRY
MID X WES 2017-01-21;164 (80%);91 (68%);255 (75%);202 (79%);224 (82%);426 (81%);7;16;23;8;13;21;45%;32%;39%;55%;68%;61%;;;;;;;;;;;;;2;1;3;3;1;4;4;1;5;3;4;7;0;2;2;0;0;0;17;37;54;28;36;64;14;7;0;1;1;1;1;2;0;0;0;0;1;1;0;0;0;1;1;2;205;133;338;255;274;529;;;;;;;4;5;9;5;2;7;3;2;5;2;3;5;3;2;5;1;1;2;4;0;4;1;3;4;8;5;13;6;5;11;1;0;1;0;2;2;3;2017-01-21;10;-84;-60;-31;-14;15;42;25;14;-51;-23;3;-13;-5;3;35;17;6;3;81;46;7;-33.0;3;-21;-17;-27;-11;9.0;-6;8;7;27;-18;18;19;13;10;-23;-73;-20.0;-16;-43;-72;-44;-2;-22;-16;-8;5;6;28;29;100;60;35;-5;48;22;6;2;7;7;10;35;34;24;-2;17;13;9;8;8;8;8;8;8;13;6;32;18;-26;-4;-3;5;-3;2;3.0;3.0;-25;2.0;-70.0;1;13:00:00;-1;WES;MID
STO X MUN 2017-01-21;228 (84%);271 (85%);499 (84%);129 (70%);106 (73%);235 (71%);12;8;20;11;15;26;61%;70%;66%;39%;30%;34%;;;;;;;;;;;;;5;4;9;0;2;2;3;4;7;0;1;1;;;;;;;25;31;56;29;28;57;12;13;0;1;1;4;3;7;0;1;1;0;0;0;4;2;6;0;0;0;273;318;591;185;146;331;;;;;;;8;6;14;1;3;4;3;5;8;1;2;3;4;4;8;0;1;1;4;7;11;1;2;3;12;13;25;1;5;6;0;0;0;1;3;4;1;2017-01-21;10;-16;-4;-18;-14;-8;-10;-10;-9;-9;-8;6;-7;28;11;14;3;2;1;-5;-12;-43;5.0;-33;-30;-48;-23;-11;-1.0;-59;-42;-59;-4;9;-2;3;3;-50;-100;-5;5.0;-49;-36;-31;-23;1;-18;-17;-7;33;13;-10;-5;-6;-10;-20;-7;-40;-20;-8;-40;-28;30;-46;-29;-22;-15;-9;-21;-15;-14;-13;-13;-37;-26;-50;-34;-54;-6;-100;-67;-77;-70;-8;1;-47;-30;-48.0;-42.0;-4;-31.0;-90.0;1;13:00:00;0;MUN;STO
WBA X SUN 2017-01-21;179 (76%);181 (84%);360 (80%);164 (75%);103 (76%);267 (75%);14;5;19;8;7;15;52%;61%;56%;48%;39%;44%;;;;;;;;;;;;;1;3;4;2;2;4;2;2;4;1;0;1;;;;;;;28;28;56;28;26;54;12;15;2;1;3;1;2;3;0;0;0;1;0;1;1;0;1;1;1;2;235;216;451;220;135;355;;;;;;;2;1;3;6;3;9;0;2;2;3;2;5;1;2;3;4;1;5;0;6;6;3;2;5;2;7;9;9;5;14;0;1;1;0;1;1;0;2017-01-21;4;-3;-1;-21;-15;-12;-10;-5;-1;1;-10;6;-23;-12;45;20;21;12;1;2;-13;-2;32.0;106;100;57;33;17;-5.0;-3;7;84;75;50;45;17;-40;-23;-15;3;0.0;4;15;2;-7;22;-14;-15;-46;-31;-26;-18;-19;-8;-4;-21;5;-27;-15;-8;-4;1;-6;5;-1;35;32;-3;14;-10;-5;-50;-28;-48;-45;-24;-14;37;-3;15;12;3;34;14;7;8;3;-1.0;-1.0;-6;-2.0;-15.0;2;13:00:00;1;SUN;WBA
MCI X TOT 2017-01-21;161 (76%);126 (67%);287 (72%);174 (77%);187 (76%);361 (76%);8;9;17;4;6;10;48%;43%;46%;52%;57%;54%;;;;;;;;;;;;;1;0;1;1;0;1;2;2;4;3;2;5;0;0;0;0;1;1;27;30;57;25;28;53;7;10;4;1;5;0;0;0;;;;;;;3;2;5;1;2;3;212;187;399;226;247;473;;;;;;;0;3;3;8;6;14;1;2;3;6;3;9;0;2;2;4;3;7;2;1;3;3;0;3;2;4;6;11;6;17;2;2;4;1;1;2;2;2017-01-21;-5;19;15;12;19;41;40;30;49;30;18;-7;11;7;88;53;27;14;-23;-15;35;15;-8.0;-21;-9;-35;-24;-15;35.0;15;11;51;100;-4;63;77;38;11;-8;9;-5.0;4;5;7;8;-7;88;51;30;22;12;75;44;25;14;-81;-1;-51;-28;-14;-11;3;2;3;4;10;53;3;29;15;6;1;-9;-10;-10;-35;-53;-29;34;-40;-41;-45;-22;37;22;76;49;41.0;23.0;25;10.0;0.0;2;15:30:00;0;TOT;MCI
SOU X LEI 2017-01-22;106 (63%);94 (56%);200 (59%);177 (73%);185 (72%);362 (72%);19;13;32;18;17;35;40%;41%;40%;60%;59%;60%;;;;;;;;;;;;;1;1;2;1;2;3;1;1;2;5;2;7;2;0;2;0;0;0;36;32;68;28;33;61;10;8;1;3;4;2;0;2;;;;;;;1;0;1;0;3;3;168;169;337;242;258;500;;;;;;;1;2;3;7;7;14;2;5;7;4;6;10;2;0;2;3;4;7;4;4;8;1;5;6;5;6;11;8;12;20;0;1;1;0;0;0;0;2017-01-22;2;41;34;22;47;27;9;10;-45;36;10;3;36;22;17;9;11;10;87;51;31;18;3.0;36;16;-15;-2;-6;6.0;26;6;-7;-2;4;79;12;6;-7;-2;13;-5.0;7;8;34;25;4;13;7;3;-1;-5;-7;-8;6;1;-20;4;-15;31;17;34;-26;5;5;6;70;48;39;2;-1;-5;-23;-6;3;8;28;30;20;36;14;31;-23;-1;-3;28;21;92;57.0;37.0;23;3.0;70.0;3;10:00:00;1;LEI;SOU
