game;Accurate passes_away;Accurate passes_home;Aerials won_away;Aerials won_home;Ball possession_away;Ball possession_home;Big chances missed_away;Big chances missed_home;Big chances_away;Big chances_home;Blocked shots_away;Blocked shots_home;Corner kicks_away;Corner kicks_home;Counter attacks_away;Counter attacks_home;Duels won_away;Duels won_home;Fouls_away;Fouls_home;Goalkeeper saves_away;Goalkeeper saves_home;Hit woodwork_away;Hit woodwork_home;Offsides_away;Offsides_home;Passes_away;Passes_home;Red cards_away;Red cards_home;Shots inside box_away;Shots inside box_home;Shots off target_away;Shots off target_home;Shots on target_away;Shots on target_home;Shots outside box_away;Shots outside box_home;Total shots_away;Total shots_home;Yellow cards_away;Yellow cards_home;away_score;both_score_No;both_score_Over;both_score_Under;both_score_Yes;data;double_chance_12;double_chance_1X;double_chance_X2;draw_no_bet_1;draw_no_bet_2;draw_no_bet_No;draw_no_bet_Yes;final_result_1;final_result_2;final_result_X;first_half_1;first_half_2;first_half_X;fl_both_score_No;fl_both_score_Over;fl_both_score_Under;fl_both_score_Yes;fl_double_chance_12;fl_double_chance_1X;fl_double_chance_X2;fl_draw_no_bet_1;fl_draw_no_bet_2;fl_draw_no_bet_No;fl_draw_no_bet_Yes;fl_final_result_1;fl_final_result_2;fl_final_result_X;fl_first_half_1;fl_first_half_2;fl_first_half_X;fl_total_goals_Over_0.5;fl_total_goals_Over_1.5;fl_total_goals_Over_2.5;fl_total_goals_Over_3.5;fl_total_goals_Over_4.5;fl_total_goals_Over_5.5;fl_total_goals_Under_0.5;fl_total_goals_Under_1.5;fl_total_goals_Under_2.5;fl_total_goals_Under_3.5;fl_total_goals_Under_4.5;fl_total_goals_Under_5.5;form_minute_1;form_minute_10;form_minute_11;form_minute_12;form_minute_13;form_minute_14;form_minute_15;form_minute_16;form_minute_17;form_minute_18;form_minute_19;form_minute_2;form_minute_20;form_minute_21;form_minute_22;form_minute_23;form_minute_24;form_minute_25;form_minute_26;form_minute_27;form_minute_28;form_minute_29;form_minute_3;form_minute_30;form_minute_31;form_minute_32;form_minute_33;form_minute_34;form_minute_35;form_minute_36;form_minute_37;form_minute_38;form_minute_39;form_minute_4;form_minute_40;form_minute_41;form_minute_42;form_minute_43;form_minute_44;form_minute_45;form_minute_45.5;form_minute_46;form_minute_47;form_minute_48;form_minute_49;form_minute_5;form_minute_50;form_minute_51;form_minute_52;form_minute_53;form_minute_54;form_minute_55;form_minute_56;form_minute_57;form_minute_58;form_minute_59;form_minute_6;form_minute_60;form_minute_61;form_minute_62;form_minute_63;form_minute_64;form_minute_65;form_minute_66;form_minute_67;form_minute_68;form_minute_69;form_minute_7;form_minute_70;form_minute_71;form_minute_72;form_minute_73;form_minute_74;form_minute_75;form_minute_76;form_minute_77;form_minute_78;form_minute_79;form_minute_8;form_minute_80;form_minute_81;form_minute_82;form_minute_83;form_minute_84;form_minute_85;form_minute_86;form_minute_87;form_minute_88;form_minute_89;form_minute_9;form_minute_90;form_minute_90.5;home_score;hora;result;team_away;team_home;total_goals_Over_0.5;total_goals_Over_1.5;total_goals_Over_2.5;total_goals_Over_3.5;total_goals_Over_4.5;total_goals_Over_5.5;total_goals_Under_0.5;total_goals_Under_1.5;total_goals_Under_2.5;total_goals_Under_3.5;total_goals_Under_4.5;total_goals_Under_5.5
SAN X FLU 2017-08-14;419 (87%);451 (87%);8;7;48%;52%;;;;;0;4;4;5;1;0;40;39;10;7;3;2;1;0;2;2;484;521;;;1;8;5;8;2;3;6;7;7;15;2;2;0;1.95;;;1.80;2017-08-14;1.30;1.29;1.85;1.40;2.75;;;1.95;3.80;3.50;2.63;4.33;2.20;True;;;False;False;True;True;False;False;;;False;False;True;False;False;True;False;;;;;;True;False;False;False;False;False;10.0;-7.03;12.8;8.79;31.72;18.1;45.54;31.52;28.83;9.91;10.73;2.82;-25.2;40.4;18.72;14.82;6.73;4.16;8.28;-4.6;-5.58;-8.39;-3.13;-2.53;2.33;67.8;84.09;53.78;28.2;13.0;-8.6;-15.32;-32.29;-4.0;-26.86;17.07;-2.65;-2.72;-2.65;-3.59;-10.0;24.1;-25.9;7.92;8.21;5.4;13.0;13.85;-12.08;-2.48;-2.81;-3.01;-13.13;-7.66;-5.25;-43.81;5.59;-26.74;-35.85;-22.01;-13.78;-2.27;2.89;5.38;11.14;-17.11;-3.52;8.08;2.89;3.02;4.1;6.6;11.6;-41.04;-16.68;38.96;15.89;7.82;-25.47;31.66;17.49;6.46;2.88;19.42;7.4;32.1;11.79;-7.37;-3.85;-7.11;-1.71;10.0;0;21:00:00;0;FLU;SAN;1.95;;;;;;1.85;-1;-1;-1;-1;-1
CHA X COR 2017-08-23;485 (85%);224 (76%);13;9;65%;35%;;;;;0;1;3;1;;;48;30;7;13;3;1;;;2;0;571;296;;;5;9;5;8;2;4;2;4;7;13;4;1;1;1.80;;;1.95;2017-08-23;1.40;1.45;1.45;1.83;1.83;;;2.75;2.75;3.00;3.50;3.50;2.00;True;;;False;True;False;True;False;True;;;False;True;False;False;False;True;False;;;;;;True;False;False;False;False;False;-10.0;10.92;2.48;-4.84;20.16;5.78;-4.84;-0.8;-7.71;-13.68;-7.38;-13.11;-28.63;-22.23;-27.85;-21.19;-17.83;-33.97;-22.21;-14.48;-10.62;-8.33;-14.95;22.6;10.18;14.63;7.28;-21.0;-17.49;-16.28;-10.3;30.0;14.3;-16.05;2.41;-6.53;-9.29;-14.28;-14.91;-3.38;-5.0;55.4;33.72;46.73;34.87;-16.7;71.96;37.67;21.31;9.72;-31.0;-25.12;-21.73;-19.71;-28.52;-19.98;37.84;-16.76;-14.79;-13.61;-17.17;-10.14;-7.76;-6.35;-5.51;-4.64;42.87;14.97;26.89;14.02;6.36;1.81;2.87;-2.13;-43.1;-15.86;-4.67;5.9;6.83;2.78;0.69;0.9;36.81;53.25;3.39;-3.2;-33.79;-31.02;-19.01;9.39;-12.4;-75.0;0;20:30:00;-1;COR;CHA;2.35;;;;;;1.57;-1;-1;-1;-1;-1
COR X VIT 2017-08-19;200 (69%);629 (85%);7;7;28%;72%;;;;;1;2;1;9;;;35;55;21;9;4;2;;;2;5;290;737;;;4;11;1;10;3;4;1;5;5;16;2;1;1;1.70;;;2.05;2017-08-19;1.20;1.10;3.00;1.14;5.50;;;1.40;7.50;4.50;1.95;6.50;2.40;True;;;False;True;False;True;False;True;;;False;True;False;False;True;False;False;;;;;;True;False;False;False;False;False;-10.0;12.24;10.51;17.16;-67.4;-29.82;-8.86;9.33;3.13;17.92;61.38;6.5;41.85;30.24;26.14;43.03;42.39;76.75;52.18;67.41;67.77;45.77;31.83;30.35;54.52;36.67;27.86;14.31;11.26;11.88;14.47;20.92;38.97;25.42;24.32;45.27;32.73;21.1;13.18;55.33;80.0;32.77;21.21;14.61;28.7;31.61;-24.8;-3.54;3.33;3.8;34.09;25.44;18.21;13.34;35.44;21.36;56.74;15.21;16.55;10.37;4.83;3.4;5.2;5.89;31.83;32.25;22.5;34.45;21.51;-31.62;43.38;15.18;35.6;-33.17;6.83;6.83;-23.17;-7.24;19.34;6.83;9.29;1.71;44.44;22.21;14.0;-9.0;6.0;1.2;21.99;12.22;8.97;0.0;0;17:00:00;-1;VIT;COR;1.85;;;;;;1.95;-1;-1;-1;-1;-1
FLA X ATG 2017-08-19;267 (77%);453 (88%);11;11;41%;59%;;;;;4;3;3;6;0;2;37;39;13;12;4;3;0;1;1;7;347;515;;;3;13;6;8;3;6;10;4;13;17;3;2;0;1.80;;;1.95;2017-08-19;1.20;1.09;3.00;1.14;5.50;;;1.40;8.00;4.50;1.95;6.50;2.40;True;;;False;True;True;False;True;False;;;True;False;False;False;False;True;False;;;;;;True;False;False;False;False;False;5.8;76.96;39.6;15.54;8.49;-25.2;-7.2;74.8;64.01;39.47;24.14;9.25;17.43;0.6;10.8;5.58;3.41;1.34;0.71;-3.98;-40.97;-24.36;8.1;-9.45;-5.99;4.6;3.24;7.23;14.23;-30.2;-9.05;-1.15;-1.88;32.41;-56.18;-55.46;-26.78;-9.74;6.5;10.99;75.0;53.54;41.55;39.42;30.35;29.0;22.42;19.82;20.88;11.13;10.24;9.9;100.0;71.41;46.64;31.58;21.54;28.83;14.37;13.59;8.12;4.82;22.4;13.22;7.76;-24.7;-16.68;42.11;-14.02;-10.96;-9.14;-3.8;24.8;-17.1;72.9;40.38;21.93;4.99;32.14;-6.2;-2.27;-1.88;-1.65;-1.21;-0.95;-21.58;-8.47;-9.18;-9.61;24.36;-4.86;-10.0;2;20:00:00;1;ATG;FLA;1.73;;;;;;2.08;-1;-1;-1;-1;-1
GRE X CAP 2017-08-20;366 (80%);418 (82%);6;8;48%;52%;;;;;3;4;2;2;;;50;46;26;11;1;3;;;0;2;458;507;;;5;2;8;2;3;1;9;5;14;7;2;2;0;1.67;;;2.10;2017-08-20;1.33;1.22;1.95;1.36;3.00;;;1.85;4.33;3.40;2.63;4.75;2.00;True;;;False;False;True;True;False;False;;;False;False;True;False;False;True;False;;;;;;True;False;False;False;False;False;10.0;-27.2;-27.97;-24.54;-22.56;-8.72;9.53;9.25;-12.4;-1.77;1.43;12.55;1.43;1.54;8.26;-38.57;-62.98;-37.95;-23.07;-19.59;11.8;19.37;14.06;10.95;4.94;-31.6;-24.28;-21.91;-37.85;-42.26;-17.64;-8.32;-2.79;14.96;1.87;4.27;3.84;0.68;-1.48;-2.32;0.0;18.52;8.51;7.24;1.48;15.49;-2.93;-4.33;-9.26;18.2;-26.8;-17.95;-43.29;67.25;20.88;11.65;15.07;-11.1;-6.1;-42.37;-18.89;-13.75;-10.07;-8.25;-5.11;-46.21;-24.35;12.67;-11.36;-3.63;2.92;6.67;7.8;18.47;19.81;15.61;7.27;2.22;12.04;-1.8;48.2;25.62;13.56;-21.8;-40.55;-25.29;-22.5;-15.85;-15.4;4.47;-9.33;-25.0;0;12:00:00;0;CAP;GRE;2.50;;;;;;1.50;-1;-1;-1;-1;-1
AVA X SPO 2017-08-20;436 (84%);236 (76%);8;11;63%;37%;;;;;3;2;9;5;;;45;44;16;17;2;6;;;1;0;522;309;;;11;6;5;7;7;3;4;6;15;12;3;1;1;1.67;;;2.10;2017-08-20;1.30;1.80;1.25;2.63;1.44;;;3.80;1.95;3.40;4.50;2.75;2.00;False;;;True;False;True;True;False;False;;;False;False;True;False;False;True;False;;;;;;True;False;False;False;False;False;10.0;-44.55;-27.6;44.4;20.99;12.69;5.74;-5.0;-9.59;-11.43;-7.19;4.79;-14.31;-44.33;-20.76;-6.74;-4.51;-52.44;29.47;-1.67;-2.93;-8.38;1.69;18.9;2.22;-9.43;-9.05;-9.32;25.57;12.1;3.46;26.59;41.22;-1.16;17.69;5.55;-4.92;-12.48;20.72;27.88;-10.0;-34.28;-14.22;-12.0;15.72;-1.25;-9.28;-45.67;-24.74;-17.29;-3.65;-6.44;35.04;10.4;-69.96;-43.33;-2.65;-70.63;-49.84;-29.13;-12.36;29.76;-18.33;6.67;5.38;-5.95;-9.79;6.2;74.05;34.93;19.33;15.62;13.43;1.17;-1.31;-21.32;-64.26;-79.79;-2.93;-88.65;-53.92;-26.79;-7.66;-22.04;-15.58;-69.72;-42.27;-51.02;-34.35;-2.93;-60.57;-20.0;1;17:00:00;0;SPO;AVA;2.35;;;;;;1.57;-1;-1;-1;-1;-1
BAH X VAS 2017-08-20;407 (86%);323 (80%);8;16;56%;44%;;;;;3;5;6;3;0;2;54;60;18;18;2;0;1;0;0;2;473;402;;;5;9;6;1;0;5;4;2;9;11;4;0;0;1.80;;;1.95;2017-08-20;1.30;1.25;1.95;1.36;3.00;;;1.85;4.20;3.50;2.60;4.50;2.10;True;;;False;True;True;False;True;False;;;True;False;False;True;False;False;True;;;;;;False;False;False;False;False;False;-10.0;-4.0;-1.09;6.0;2.41;-13.8;-9.8;-13.6;-11.23;-9.32;6.8;-7.15;8.76;-35.8;-9.85;7.8;100.0;54.07;27.01;2.68;0.22;-12.21;-9.25;-31.28;-17.82;-9.44;-5.35;-0.78;-2.94;-3.89;-5.27;-6.09;-1.71;-50.5;-3.74;-13.21;-13.83;-1.61;-8.01;-11.44;45.0;-19.37;100.0;54.24;-34.44;-35.82;-4.93;-6.37;-8.7;-1.55;4.94;1.57;25.59;-25.67;-12.28;-12.61;-18.36;-7.44;-51.3;-33.66;-19.66;-11.38;-5.17;-3.4;6.6;4.65;9.09;-11.02;6.6;15.5;10.04;7.17;17.27;13.64;10.74;8.89;7.79;-12.4;-6.38;42.6;28.82;28.94;11.71;2.59;-6.93;-9.94;-12.5;-22.74;-23.83;1.0;-19.47;-10.0;3;17:00:00;1;VAS;BAH;2.10;;;;;;1.70;-1;-1;-1;-1;-1
CRU X SPT 2017-08-20;446 (85%);353 (82%);16;17;56%;44%;;;;;3;1;3;5;;;55;52;12;11;3;0;0;2;0;6;526;432;;;5;7;6;5;0;5;4;4;9;11;0;1;0;1.75;;;2.00;2017-08-20;1.29;1.18;2.25;1.29;3.50;;;1.67;5.25;3.75;2.30;5.50;2.20;True;;;False;True;True;False;True;False;;;True;False;False;True;False;False;False;;;;;;True;False;False;False;False;False;10.0;1.07;-1.0;-0.16;41.2;25.22;16.48;11.07;5.34;-1.2;6.8;6.05;10.32;9.84;9.74;9.68;9.05;13.68;4.05;-39.2;-56.92;-30.09;13.69;19.04;4.62;9.7;52.38;36.14;100.0;61.62;35.61;17.16;8.22;13.34;-2.6;-2.64;-2.67;-12.68;-3.94;23.48;0.0;16.18;8.19;4.18;7.43;-48.8;7.87;34.62;15.9;12.04;9.25;7.6;4.75;10.66;0.65;-5.5;-23.54;27.13;6.09;-12.87;-7.69;57.73;82.56;47.4;6.87;-27.27;-30.17;-7.5;-54.06;-35.37;-22.78;-24.91;-17.31;21.6;3.85;-4.55;-4.75;-37.12;-1.71;-34.94;-26.71;-21.81;-33.13;-27.63;-21.09;-17.57;62.87;60.84;34.82;3.5;19.91;0.0;2;17:00:00;1;SPT;CRU;2.08;;;;;;1.73;-1;-1;-1;-1;-1
PON X BOT 2017-08-20;299 (75%);307 (78%);18;15;50%;50%;;;;;3;1;3;7;;;53;58;18;18;4;0;1;0;0;1;397;393;;;10;6;10;5;1;6;4;6;14;12;4;4;1;1.57;;;2.25;2017-08-20;1.29;1.17;2.25;1.25;3.75;;;1.67;5.50;3.60;2.40;6.00;2.00;False;;;True;True;True;False;True;False;;;True;False;False;False;False;True;True;;;;;;False;False;False;False;False;False;-4.2;8.59;9.56;10.57;11.15;100.0;68.46;39.97;49.4;31.65;14.05;-1.7;10.6;-72.34;-38.52;-20.44;-14.69;-15.73;-10.78;35.8;20.66;15.96;5.8;12.92;51.12;30.66;14.3;4.57;-3.67;-4.65;-13.75;-8.68;-5.66;8.65;-33.86;-45.84;-29.69;-15.82;-7.58;-0.45;10.0;43.42;27.82;20.04;15.41;10.94;7.66;-51.37;-36.18;-28.15;-41.3;-13.76;-9.66;-35.57;-24.24;-11.16;7.42;-40.99;46.44;52.04;57.65;35.6;25.1;12.92;16.41;54.23;42.81;3.15;41.01;-34.33;-13.72;-18.51;-19.1;-19.82;22.5;-12.5;-26.59;-9.94;5.94;40.33;22.72;18.03;16.15;7.81;35.25;17.49;6.93;80.65;44.86;7.6;20.97;-60.0;2;17:00:00;1;BOT;PON;2.40;;;;;;1.53;-1;-1;-1;-1;-1
CFC X SAN 2017-08-20;352 (82%);245 (75%);25;16;56%;44%;;;;;6;3;5;8;;;62;50;7;13;4;2;0;1;1;2;428;325;;;7;4;12;5;2;4;13;8;20;12;1;3;0;1.80;;;1.95;2017-08-20;1.36;1.40;1.57;1.73;2.00;;;2.40;3.00;3.20;3.20;3.60;2.05;True;;;False;False;True;True;False;False;;;False;False;True;False;False;True;False;;;;;;True;False;False;False;False;False;10.0;-32.0;-17.56;-34.97;-24.06;-20.78;33.4;17.23;53.89;34.16;22.67;85.95;12.87;9.27;4.27;-35.4;-15.56;-5.19;-19.02;-9.72;-1.42;1.73;47.3;1.76;3.95;-8.27;-10.33;-4.07;-0.35;47.2;31.88;22.84;41.02;29.32;20.33;-28.9;-19.09;-18.35;-19.71;-13.18;-25.0;-45.99;-77.14;-42.83;-32.43;27.23;-36.62;-15.85;67.93;64.75;69.15;87.51;55.15;26.08;-61.66;38.34;37.85;4.41;5.71;11.86;5.43;-11.2;-4.44;-10.65;-9.71;-3.07;-3.75;26.36;7.9;-7.1;-6.86;-9.37;-5.5;-4.39;-17.61;-35.62;-19.17;-14.75;14.25;-52.1;-3.19;-33.37;-23.33;-25.15;-18.26;-19.37;-1.23;7.8;13.01;6.69;16.02;-35.0;0;20:00:00;0;SAN;CFC;2.20;;;;;;1.65;-1;-1;-1;-1;-1
PAL X CHA 2017-08-20;140 (57%);481 (84%);16;20;30%;70%;;;;;2;2;3;14;;;51;64;24;11;3;3;;;;;247;572;;;6;5;6;8;5;3;7;8;13;13;4;1;2;1.70;;;2.05;2017-08-20;1.25;1.11;2.63;1.17;5.00;;;1.50;7.00;4.00;2.10;6.50;2.25;True;;;False;True;False;True;False;True;;;False;True;False;False;True;False;False;;;;;;True;False;False;False;False;False;-1.6;63.13;43.48;24.89;82.15;42.5;28.94;20.88;16.61;8.88;9.5;-6.82;-17.4;-8.08;-10.71;61.2;-58.8;-29.78;-12.86;-2.42;29.8;21.32;-9.93;20.31;23.22;18.8;14.31;13.65;22.98;19.14;17.31;-23.67;-12.39;-6.77;-76.9;-39.59;-17.41;-7.59;6.0;7.13;-40.0;-5.4;6.87;10.01;12.37;-1.63;8.43;6.56;29.54;-28.85;23.3;12.59;14.15;18.22;19.73;21.75;7.4;18.57;16.43;14.79;34.18;25.34;20.52;17.65;7.46;-27.6;-15.88;11.93;-10.41;-2.16;2.04;34.66;27.68;23.54;45.7;48.42;22.81;15.36;35.13;15.93;14.41;14.3;21.09;18.94;32.28;-23.43;-36.81;-41.23;31.57;95.55;63.87;40.0;0;20:00:00;-1;CHA;PAL;2.05;;;;;;1.75;-1;-1;-1;-1;-1
FLU X CAM 2017-08-21;352 (81%);355 (84%);19;12;50%;50%;;;;;2;5;5;12;;;53;44;11;15;7;6;1;0;2;3;435;425;;;8;11;6;3;7;9;7;6;15;17;2;1;1;2.00;;;1.75;2017-08-21;1.34;1.33;1.73;1.57;2.25;;;2.15;3.40;3.30;2.88;3.60;2.10;False;;;True;True;True;False;True;False;;;True;False;False;True;False;False;True;;;;;;False;False;False;False;False;False;8.0;-0.24;8.13;48.01;48.86;34.74;23.25;16.35;5.92;-21.0;-16.25;11.56;-14.49;-23.45;-8.1;-4.05;-47.87;-61.72;-11.71;-8.49;28.4;20.72;11.0;98.22;62.62;43.31;29.64;22.27;6.94;47.81;32.11;100.0;100.0;10.67;65.92;-37.0;-2.95;-43.35;-30.28;-19.55;-5.0;-57.77;-38.1;-50.81;-60.6;10.47;-21.42;-9.64;-10.98;-4.8;-6.13;-5.26;-3.63;-87.28;-45.55;-20.37;7.73;-13.15;-8.86;-6.08;-4.52;83.92;77.02;29.79;17.08;17.34;11.18;1.19;-11.9;-10.11;-8.16;-2.61;-4.31;-8.91;-7.01;-6.23;-66.14;-42.86;38.2;-23.64;-37.59;-55.89;-27.3;-14.66;-7.51;31.3;40.8;100.0;60.93;-34.4;37.43;30.0;2;21:00:00;1;CAM;FLU;2.05;;;;;;1.75;-1;-1;-1;-1;-1
FLU X VAS 2017-08-26;314 (81%);426 (87%);14;14;44%;56%;;;;;8;4;1;2;1;0;51;47;12;14;1;3;;;1;1;386;490;;;12;6;8;3;4;1;8;2;20;8;4;2;1;1.80;;;1.95;2017-08-26;1.38;1.25;1.80;1.44;2.63;;;2.05;4.00;3.10;2.75;4.33;2.05;True;;;False;True;False;True;False;True;;;False;True;False;False;True;False;False;;;;;;True;False;False;False;False;False;-10.0;-2.39;-9.28;-3.95;1.63;2.26;7.63;4.1;1.27;1.14;26.06;-2.45;12.8;-27.2;-4.93;-1.37;12.2;18.41;10.56;3.19;4.18;-6.4;3.5;-5.2;-7.12;-83.64;-52.74;-33.72;-22.78;-6.08;-2.84;-3.41;-5.12;4.72;-6.13;-7.48;-1.38;2.85;-2.15;2.85;-70.0;7.59;10.0;2.23;-3.5;6.3;-3.68;-4.88;-10.59;-6.97;-9.81;-36.6;-22.52;-13.78;19.07;15.27;7.99;14.7;12.13;10.6;8.21;12.26;10.04;13.72;-22.0;-10.62;-3.91;12.99;-34.55;-24.8;-16.78;-8.5;-8.13;-5.3;-5.73;-5.98;-27.53;-10.02;-32.0;6.13;-8.8;41.2;24.64;15.39;44.89;28.55;15.11;10.09;2.11;-10.65;-0.23;-5.0;0;17:00:00;-1;VAS;FLU;2.20;;;;;;1.65;-1;-1;-1;-1;-1
COR X ATG 2017-08-26;213 (73%);519 (88%);20;8;33%;67%;;;;;1;10;4;11;;;51;45;17;15;7;2;0;1;3;0;290;591;;;4;14;4;14;3;7;4;17;8;31;5;1;1;1.67;;;2.10;2017-08-26;1.20;1.09;3.00;1.13;6.00;;;1.40;8.00;4.50;1.95;7.00;2.30;True;;;False;True;False;True;False;True;;;False;True;False;False;False;True;False;;;;;;True;False;False;False;False;False;-10.0;45.65;32.06;20.69;33.55;0.13;-2.71;5.33;-11.6;-2.1;10.51;-2.85;0.83;5.69;34.85;16.12;4.62;-4.2;-0.24;57.0;75.56;49.51;3.1;34.01;69.44;-49.0;-49.48;-33.94;43.53;38.56;30.1;24.34;48.31;37.64;29.02;15.73;9.69;6.1;1.74;1.37;0.0;8.47;-62.3;-67.02;-7.79;23.38;-2.27;-3.06;6.68;40.29;21.82;48.04;63.9;2.95;46.9;94.31;15.64;58.43;37.08;49.6;0.98;64.97;60.62;36.85;26.23;18.64;2.44;10.07;6.18;-3.82;-39.56;-22.43;-8.39;-0.79;39.66;86.01;55.71;57.44;11.76;38.46;24.58;14.84;13.14;7.15;35.07;56.68;44.52;32.29;30.28;6.26;14.09;-45.0;0;20:00:00;-1;ATG;COR;2.00;;;;;;1.80;-1;-1;-1;-1;-1
BAH X BOT 2017-08-27;432 (83%);230 (73%);12;15;62%;38%;;;;;3;3;3;7;;;52;53;9;14;3;2;;;0;2;520;316;;;6;8;5;6;4;4;6;5;12;13;0;2;2;1.80;;;1.95;2017-08-27;1.33;1.25;1.73;1.44;2.63;;;2.00;3.80;3.25;2.75;4.33;2.05;False;;;True;True;False;True;False;True;;;False;True;False;False;False;True;True;;;;;;False;False;False;False;False;False;-7.4;10.3;-6.9;-6.93;-12.6;-95.09;-52.62;-31.57;74.8;33.92;97.03;-11.8;63.2;38.84;12.43;-35.1;-25.84;-19.95;-16.1;-13.34;-16.03;-14.92;-10.69;-9.26;34.3;-24.9;-38.44;-2.28;-1.15;-8.08;-7.81;-7.92;-32.07;-10.02;-24.95;-20.74;-18.24;-56.68;-75.88;-23.78;0.0;25.8;9.28;70.55;43.82;-9.63;18.1;2.44;0.4;-0.28;24.06;13.8;7.74;-5.94;-1.99;-12.7;-8.85;-12.21;-41.92;35.27;1.75;-9.73;-3.99;-29.6;-29.69;-26.9;-29.87;-8.38;-22.39;-35.71;-25.12;-20.91;-13.04;-9.1;-25.27;-16.37;-5.93;23.31;21.33;15.27;39.0;21.62;10.92;3.07;-1.69;-11.37;-5.83;-2.54;30.8;19.55;18.41;-35.0;1;17:00:00;-1;BOT;BAH;2.08;;;;;;1.73;-1;-1;-1;-1;-1
FLA X CAP 2017-08-27;406 (85%);437 (84%);10;8;48%;52%;;;;;2;6;1;6;;;35;40;11;6;4;3;;;1;2;476;519;;;5;13;7;5;3;6;7;4;12;17;2;0;0;1.70;;;2.05;2017-08-27;1.25;1.14;2.60;1.20;4.33;;;1.53;6.00;4.00;2.10;6.00;2.20;True;;;False;True;True;False;True;False;;;True;False;False;True;False;False;False;;;;;;True;False;False;False;False;False;-2.6;11.4;8.2;4.24;-3.36;-34.27;-17.97;-8.27;-7.51;100.0;82.73;-4.15;29.4;42.09;30.02;14.26;15.3;22.36;9.5;3.34;-1.95;-32.73;-10.06;-22.58;-50.52;77.76;31.36;28.78;16.56;11.91;5.59;-30.71;-22.69;-2.98;-14.15;-9.07;-6.42;-7.25;-5.91;-5.49;5.0;17.97;6.8;2.43;-2.03;3.0;-2.13;2.97;4.52;6.99;8.45;4.33;9.65;-17.7;-11.7;-16.37;3.92;-11.42;-9.08;-5.83;-4.91;7.7;11.07;1.41;20.67;35.94;54.32;33.12;0.24;-1.48;-8.5;-18.4;-20.03;-16.17;-21.1;-63.77;-43.75;-2.22;17.46;58.3;28.33;-26.7;-4.78;-11.27;-47.83;-24.74;-9.53;-2.34;3.2;16.8;7.31;85.0;2;17:00:00;1;CAP;FLA;2.05;;;;;;1.75;-1;-1;-1;-1;-1
PAL X SPO 2017-08-27;283 (78%);409 (85%);15;12;43%;57%;;;;;1;6;2;8;;;39;45;8;12;4;1;1;0;3;2;364;484;;;5;7;6;11;3;8;5;18;10;25;2;1;2;1.91;;;1.91;2017-08-27;1.35;1.29;1.83;1.44;2.63;;;2.00;3.90;3.25;2.63;4.33;2.10;False;;;True;True;True;False;True;False;;;True;False;False;False;False;True;True;;;;;;False;False;False;False;False;False;-1.4;16.07;24.38;16.88;10.19;-72.65;-37.67;-18.3;45.2;48.72;70.17;-2.23;42.74;49.36;50.32;52.12;32.3;23.08;10.89;8.64;7.3;13.01;37.0;12.0;11.77;11.26;-20.44;-9.45;-3.96;87.0;45.78;-29.0;70.47;25.01;42.15;19.07;18.93;20.71;10.98;5.39;10.0;2.57;0.39;9.4;-32.6;14.47;-13.86;-5.8;-26.0;-19.16;-11.97;-8.89;-2.07;23.85;35.7;22.75;8.31;-20.95;-5.55;-0.98;54.05;34.2;20.34;15.61;37.43;20.37;18.98;4.64;8.53;4.62;5.43;2.87;45.98;42.35;-30.7;-39.33;-16.24;-5.85;29.61;82.13;44.85;25.79;11.27;-6.5;-12.8;-6.42;-7.62;-8.34;-11.88;20.92;-13.98;75.0;4;17:00:00;1;SPO;PAL;2.08;;;;;;1.73;-1;-1;-1;-1;-1
PON X CAM 2017-08-27;420 (83%);271 (77%);15;21;59%;41%;;;;;6;2;4;3;;;59;63;19;20;5;4;;;2;1;506;353;;;6;7;4;3;6;6;10;4;16;11;4;4;2;1.80;;;1.95;2017-08-27;1.36;1.42;1.57;1.73;2.00;;;2.45;2.90;3.20;3.25;3.60;2.00;False;;;True;True;False;True;False;True;;;False;True;False;True;False;False;True;;;;;;False;False;False;False;False;False;-10.0;33.09;21.4;11.16;9.87;1.73;-24.43;-10.86;-2.55;3.8;7.26;-17.15;51.86;33.75;12.49;24.84;8.54;-19.12;-9.73;-4.36;-48.03;-32.24;-16.39;-8.75;-9.87;-45.53;-78.39;-46.6;-28.67;-16.71;46.8;29.52;52.34;-55.95;25.9;10.16;-10.24;-9.94;-30.59;82.9;0.0;21.99;16.74;43.84;26.21;-39.46;9.58;7.13;4.18;5.16;8.34;-10.8;-9.29;-11.34;-11.84;-7.15;-21.82;-3.17;-41.17;-58.77;-39.89;-29.04;-22.59;-15.78;-10.85;35.95;44.12;-11.24;22.57;9.76;2.06;-5.5;-9.25;-23.5;-11.97;-5.12;-1.04;7.1;-2.62;7.49;-57.9;-29.88;-7.64;-9.82;-5.75;1.14;0.77;-0.05;-39.75;10.47;-58.21;50.0;1;17:00:00;-1;CAM;PON;2.25;;;;;;1.62;-1;-1;-1;-1;-1
