game;Accurate passes_away;Accurate passes_home;Aerials won_away;Aerials won_home;Ball possession_away;Ball possession_home;Big chances missed_away;Big chances missed_home;Big chances_away;Big chances_home;Blocked shots_away;Blocked shots_home;Clearances_away;Clearances_home;Corner kicks_away;Corner kicks_home;Counter attacks_away;Counter attacks_home;Crosses_away;Crosses_home;Dispossessed_away;Dispossessed_home;Dribbles_away;Dribbles_home;Duels won_away;Duels won_home;Fouls_away;Fouls_home;Goalkeeper saves_away;Goalkeeper saves_home;Hit woodwork_away;Hit woodwork_home;Interceptions_away;Interceptions_home;Long balls_away;Long balls_home;Offsides_away;Offsides_home;Passes_away;Passes_home;Red cards_away;Red cards_home;Shots inside box_away;Shots inside box_home;Shots off target_away;Shots off target_home;Shots on target_away;Shots on target_home;Shots outside box_away;Shots outside box_home;Tackles_away;Tackles_home;Total shots_away;Total shots_home;Yellow cards_away;Yellow cards_home;away_score;both_score_No;both_score_Yes;data;double_chance_12;double_chance_1X;double_chance_X2;draw_no_bet_1;draw_no_bet_2;final_result_1;final_result_2;final_result_X;first_half_1;first_half_2;first_half_X;fl_both_score_No;fl_both_score_Yes;fl_double_chance_12;fl_double_chance_1X;fl_double_chance_X2;fl_draw_no_bet_1;fl_draw_no_bet_2;fl_final_result_1;fl_final_result_2;fl_final_result_X;fl_first_half_1;fl_first_half_2;fl_first_half_X;fl_total_goals_Over_0.5;fl_total_goals_Over_1.5;fl_total_goals_Over_2.5;fl_total_goals_Over_3.5;fl_total_goals_Over_4.5;fl_total_goals_Over_5.5;fl_total_goals_Under_0.5;fl_total_goals_Under_1.5;fl_total_goals_Under_2.5;fl_total_goals_Under_3.5;fl_total_goals_Under_4.5;fl_total_goals_Under_5.5;form_minute_1;form_minute_10;form_minute_11;form_minute_12;form_minute_13;form_minute_14;form_minute_15;form_minute_16;form_minute_17;form_minute_18;form_minute_19;form_minute_2;form_minute_20;form_minute_21;form_minute_22;form_minute_23;form_minute_24;form_minute_25;form_minute_26;form_minute_27;form_minute_28;form_minute_29;form_minute_3;form_minute_30;form_minute_31;form_minute_32;form_minute_33;form_minute_34;form_minute_35;form_minute_36;form_minute_37;form_minute_38;form_minute_39;form_minute_4;form_minute_40;form_minute_41;form_minute_42;form_minute_43;form_minute_44;form_minute_45;form_minute_45.5;form_minute_46;form_minute_47;form_minute_48;form_minute_49;form_minute_5;form_minute_50;form_minute_51;form_minute_52;form_minute_53;form_minute_54;form_minute_55;form_minute_56;form_minute_57;form_minute_58;form_minute_59;form_minute_6;form_minute_60;form_minute_61;form_minute_62;form_minute_63;form_minute_64;form_minute_65;form_minute_66;form_minute_67;form_minute_68;form_minute_69;form_minute_7;form_minute_70;form_minute_71;form_minute_72;form_minute_73;form_minute_74;form_minute_75;form_minute_76;form_minute_77;form_minute_78;form_minute_79;form_minute_8;form_minute_80;form_minute_81;form_minute_82;form_minute_83;form_minute_84;form_minute_85;form_minute_86;form_minute_87;form_minute_88;form_minute_89;form_minute_9;form_minute_90;form_minute_90.5;home_score;hora;result;team_away;team_home;total_goals_Over_0.5;total_goals_Over_1.5;total_goals_Over_2.5;total_goals_Over_3.5;total_goals_Over_4.5;total_goals_Over_5.5;total_goals_Under_0.5;total_goals_Under_1.5;total_goals_Under_2.5;total_goals_Under_3.5;total_goals_Under_4.5;total_goals_Under_5.5
SPT X AME 2018-08-22;314 (74%);367 (80%);19;20;47%;53%;0;1;2;1;1;3;27;10;4;4;;;3/10 (30%);5/29 (17%);8;10;9/16 (56%);13/20 (65%);54;68;21;9;6;1;0;1;21;17;25/72 (35%);21/50 (42%);2;3;422;459;;;5;4;2;6;3;6;1;11;14/17 (82%);10/15 (67%);6;15;2;2;2;1.66;2.10;2018-08-22;1.30;1.25;1.90;1.40;2.75;1.90;4.00;3.50;2.75;4.50;2.00;True;False;True;False;True;False;True;False;True;False;False;False;True;True;True;False;False;False;False;False;False;True;True;True;True;3.2;66.59;75.72;49.42;56.5;67.56;43.02;20.46;32.57;28.88;19.34;50.9;-30.3;14.7;2.98;7.4;32.98;20.79;35.2;20.34;9.57;-6.04;27.46;-3.44;-5.87;-0.5;44.0;25.52;14.33;35.67;11.19;-36.8;-32.59;11.53;-15.6;18.7;7.19;9.06;8.39;6.76;7.0;7.03;30.43;-100.0;-78.57;13.25;-38.47;-17.86;98.33;69.24;87.37;56.0;45.58;17.47;-14.32;-61.24;14.04;-31.92;-15.08;-3.95;39.84;20.87;-22.15;-9.52;-6.16;-81.08;-49.2;53.11;-24.05;-5.51;37.13;32.79;26.73;18.7;37.55;22.64;16.0;12.05;62.51;73.01;99.19;61.55;90.16;56.18;36.3;20.08;14.54;11.44;17.6;39.25;9.88;-20.0;0;22:00:00;-1;AME;SPT;1.10;1.44;2.40;4.50;11.00;23.00;7.50;2.62;1.53;1.18;1.05;1.01
FLU X COR 2018-08-22;452 (82%);384 (85%);17;14;55%;45%;1;2;1;3;1;3;19;16;3;8;;;2/10 (20%);5/18 (28%);15;13;9/12 (75%);9/15 (60%);56;48;8;12;2;1;;;7;15;38/66 (58%);23/49 (47%);0;5;550;452;1;0;2;8;2;8;1;4;2;7;10/19 (53%);12/18 (67%);4;15;2;1;0;1.57;2.25;2018-08-22;1.37;1.28;1.75;1.44;2.62;2.10;3.75;3.10;2.87;4.75;1.90;True;False;True;True;False;True;False;True;False;False;True;False;False;True;False;False;False;False;;False;True;True;True;True;False;-2.6;-14.9;-9.92;-4.33;-5.8;-4.68;-3.88;4.8;2.49;87.7;100.0;2.4;51.39;22.3;-40.6;-10.09;22.6;-9.8;-14.07;-13.14;25.0;2.98;-1.4;12.5;2.06;-38.4;33.6;8.91;7.15;55.33;37.15;57.99;29.35;-1.93;-18.93;-17.68;-57.26;-26.55;-20.07;-15.17;-11.0;-6.46;3.6;74.75;23.98;-6.15;13.81;7.29;3.27;-4.33;-3.83;26.6;49.16;35.89;69.64;42.86;-0.86;24.76;5.4;66.37;37.52;23.87;19.75;51.96;28.87;19.75;14.33;3.1;10.81;6.19;39.19;52.1;49.77;22.39;100.0;75.76;44.23;23.22;4.64;15.67;-33.66;-23.38;-24.54;-18.01;27.46;15.86;6.16;0.91;-52.54;5.96;-24.8;37.0;1;22:45:00;1;COR;FLU;1.12;1.57;2.50;5.50;13.00;;6.00;2.25;1.50;1.14;1.04;-1
GRE X CRU 2018-08-22;307 (81%);680 (90%);16;15;34%;66%;1;2;1;2;2;0;23;12;2;6;;;1/9 (11%);3/26 (12%);13;14;5/9 (56%);13/26 (50%);60;61;16;13;5;4;;;16;6;18/48 (38%);36/51 (71%);;;378;752;;;5;8;0;4;5;6;2;2;14/27 (52%);12/17 (71%);7;10;4;2;1;1.50;2.50;2018-08-22;1.37;1.18;2.00;1.28;3.50;1.83;5.00;3.10;2.62;6.00;1.90;False;True;False;True;True;False;False;False;False;True;False;True;False;True;True;False;False;False;;False;False;True;True;True;False;8.6;-83.75;-46.14;-12.41;15.5;10.91;20.08;4.4;6.26;7.37;8.78;13.71;33.46;45.63;29.97;20.66;54.13;24.24;-53.2;-21.26;35.15;13.26;16.75;11.46;28.92;22.11;13.68;13.05;-15.2;-17.91;-15.03;-22.17;-54.76;18.56;-57.63;-64.57;-56.29;-34.3;-86.13;-100.0;68.0;-54.88;-26.48;20.8;13.59;45.64;19.07;15.49;27.25;70.36;46.13;31.72;23.16;17.11;10.73;10.73;39.29;100.0;82.9;39.14;30.45;-27.47;24.53;11.0;36.04;43.63;43.76;29.12;29.96;33.16;11.05;3.35;1.29;10.43;44.12;36.8;23.09;40.78;13.47;31.59;23.97;14.9;50.18;39.22;100.0;100.0;91.79;100.0;100.0;1.37;51.95;97.0;1;22:45:00;0;CRU;GRE;1.12;1.57;2.87;6.00;15.00;;6.00;2.25;1.40;1.12;1.03;-1
FLA X VIT 2018-08-23;242 (77%);491 (88%);13;12;36%;64%;0;2;0;3;1;3;36;19;4;7;0;1;1/11 (9%);4/28 (14%);18;8;9/18 (50%);13/17 (76%);52;69;19;18;4;1;0;1;15;15;18/43 (42%);27/37 (73%);1;1;313;555;;;2;7;2;7;1;5;2;8;10/12 (83%);22/27 (81%);4;15;2;2;0;1.57;2.25;2018-08-23;1.18;1.06;3.75;1.06;10.00;1.28;12.00;5.00;1.72;9.00;2.50;True;False;True;True;False;True;False;True;False;False;True;False;False;True;False;False;False;False;False;False;True;True;True;True;True;-17.8;21.16;19.61;30.19;17.89;45.41;37.38;39.01;31.13;30.24;73.97;-45.98;47.96;61.98;42.65;37.99;3.22;3.16;-36.1;-5.75;-5.22;-1.99;-37.74;12.93;15.47;23.93;14.48;23.81;43.4;25.56;19.21;26.61;100.0;-16.94;73.06;96.76;100.0;73.7;37.29;22.7;32.0;-15.4;19.07;11.3;13.71;27.5;6.98;4.19;-1.6;37.47;28.81;41.68;77.66;44.29;19.55;43.8;15.28;63.95;28.83;19.79;7.56;6.07;18.65;80.48;44.06;-55.6;-12.44;15.32;38.14;-21.86;-5.24;6.15;8.42;45.31;28.76;27.29;30.04;17.68;13.48;39.51;28.8;16.7;11.2;-44.67;-17.67;-10.57;-29.81;-19.4;-29.71;40.21;-21.71;-13.0;1;20:30:00;1;VIT;FLA;1.05;1.25;1.80;3.00;6.00;13.00;11.00;3.75;2.00;1.36;1.12;1.04
CAM X VAS 2018-08-23;174 (68%);615 (86%);12;23;27%;73%;0;1;0;1;3;5;47;16;1;12;;;4/11 (36%);9/35 (26%);18;14;8/15 (53%);9/15 (60%);52;71;15;16;4;4;1;1;14;4;20/63 (32%);32/56 (57%);;;256;718;;;7;13;4;11;4;4;4;7;11/20 (55%);15/25 (60%);11;20;4;2;0;1.80;1.95;2018-08-23;1.25;1.08;2.80;1.14;5.50;1.44;8.50;4.00;2.04;6.50;2.30;True;False;False;True;True;False;False;False;False;True;False;False;True;False;False;False;False;False;False;True;True;True;True;True;True;44.0;-5.01;13.87;4.51;42.33;34.62;83.02;60.9;81.56;50.95;75.45;42.16;40.34;32.18;17.88;14.82;80.02;51.77;43.3;29.78;26.57;2.05;37.87;2.81;2.59;-16.6;-9.89;-28.34;51.93;59.78;42.93;31.67;65.7;-46.0;-45.96;30.04;14.91;25.45;-15.96;-4.4;0.0;-4.35;-0.86;12.95;-20.05;-22.56;-0.91;-81.51;-15.57;-7.19;6.03;94.51;58.66;43.87;-60.55;-26.62;-4.28;-16.45;-3.22;18.29;42.02;81.68;78.39;54.43;45.71;97.79;39.67;57.8;43.04;82.68;85.78;48.3;83.26;56.37;86.71;52.23;21.33;86.19;60.99;54.1;25.37;18.3;-16.52;-0.21;3.48;-15.52;12.0;3.44;21.42;-52.2;22.47;100.0;0;21:00:00;0;VAS;CAM;1.05;1.25;1.85;3.25;6.00;13.00;11.00;3.75;1.95;1.33;1.12;1.04
CHA X CAP 2018-09-13;270 (77%);243 (76%);21;34;52%;48%;;;1;1;0;2;21;26;4;8;;;2/14 (14%);5/27 (19%);9;11;4/5 (80%);5/11 (45%);56;63;18;19;2;4;;;21;12;29/69 (42%);27/56 (48%);0;2;349;321;;;5;9;6;11;5;3;6;7;12/17 (71%);7/10 (70%);11;16;3;1;1;;;2018-09-13;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-22.0;-9.55;10.8;2.74;0.02;-67.33;-39.2;-24.44;58.67;26.38;-46.9;-11.18;-1.16;37.4;14.48;1.6;-7.0;-61.59;54.4;53.94;27.39;6.13;14.9;14.36;12.83;20.3;100.0;35.49;45.83;-32.8;-14.85;72.0;36.53;36.71;-28.0;28.07;20.07;14.65;11.53;19.84;-8.0;42.51;29.27;23.1;19.82;16.02;38.28;16.82;-21.5;-13.0;46.5;22.95;-34.8;-18.63;-48.96;-53.87;5.36;-31.49;-70.44;-75.6;-83.4;-100.0;-61.52;-14.82;56.72;39.78;76.38;6.25;65.68;40.64;-26.1;-20.26;-57.74;-31.9;-13.24;55.94;24.86;55.85;19.81;12.85;10.14;-4.06;12.94;5.31;18.59;28.77;16.35;2.76;82.57;-18.8;35.06;-97.0;2;21:00:00;1;CAP;CHA;;;;;;;;;;;;
SAN X BAH 2018-08-25;301 (78%);279 (78%);17;17;52%;48%;2;0;2;1;2;1;22;24;4;6;0;2;2/19 (11%);1/16 (6%);9;20;9/17 (53%);4/14 (29%);78;54;17;25;1;0;;;8;14;35/69 (50%);26/52 (50%);2;3;385;357;;;3;3;5;1;0;3;4;2;20/30 (67%);14/17 (82%);7;5;2;1;0;1.61;2.20;2018-08-25;1.33;1.18;2.14;1.28;3.50;1.72;5.25;3.40;2.40;5.50;2.04;True;False;True;True;False;True;False;True;False;False;False;False;True;True;True;False;False;False;False;False;False;True;True;True;True;6.8;-57.44;-25.7;51.4;30.02;53.03;9.53;0.13;-43.64;-28.9;-24.84;10.84;-9.56;13.2;10.85;9.82;9.43;57.56;44.24;0.66;3.86;22.76;50.25;4.65;8.95;15.01;9.05;17.24;3.02;-5.6;-27.75;-52.01;-25.4;76.97;-15.01;-8.99;27.52;18.51;-30.4;-31.19;66.0;-12.9;-31.68;-38.91;38.04;47.86;14.69;11.35;24.88;31.78;20.12;15.78;-22.95;86.05;48.45;27.56;30.05;35.13;31.65;11.39;2.44;0.49;-25.15;-31.66;-51.77;-47.03;-35.44;19.46;-23.83;-30.53;-17.94;-26.68;-20.54;74.76;20.45;18.65;6.68;33.69;10.42;8.79;-31.68;-23.29;-33.32;-34.52;-70.63;-49.17;-56.58;-63.09;-33.51;-46.9;-23.57;-14.0;2;17:00:00;1;BAH;SAN;1.10;1.44;2.30;4.50;11.00;23.00;7.50;2.62;1.60;1.18;1.05;1.01
CAP X GRE 2018-08-25;327 (82%);405 (82%);13;22;45%;55%;1;1;2;2;2;6;32;15;1;8;;;1/9 (11%);5/17 (29%);9;9;7/11 (64%);3/5 (60%);47;52;17;18;4;1;1;0;5;11;21/42 (50%);27/59 (46%);2;1;398;493;;;4;8;3;4;2;6;3;8;8/11 (73%);9/13 (69%);7;16;2;2;1;1.61;2.20;2018-08-25;1.37;1.28;1.75;1.44;2.62;2.10;3.80;3.10;2.87;4.50;1.90;False;True;True;True;False;True;False;True;False;False;False;False;True;True;True;True;False;False;False;False;False;False;True;True;True;0.2;-76.56;-43.45;-20.47;50.9;63.15;45.18;33.15;24.2;57.68;88.45;0.32;54.53;99.05;76.01;32.2;10.1;75.65;41.52;28.92;19.43;30.51;0.39;13.55;-11.4;-25.87;-19.49;-5.07;15.9;13.21;14.32;45.54;33.19;-18.8;25.25;9.36;-10.3;-11.75;-24.48;-33.65;-12.0;22.1;9.34;13.1;59.15;-54.04;31.15;21.08;43.2;39.56;20.2;19.61;11.55;4.75;1.95;10.33;-40.04;5.81;-9.4;-32.96;-39.01;46.0;16.14;18.29;41.91;75.21;45.15;34.1;100.0;100.0;82.59;56.32;37.06;11.79;-5.0;-0.81;-5.59;-9.91;-24.0;-56.53;-28.88;-37.81;-42.8;39.36;9.51;14.53;11.37;16.5;11.08;-8.78;41.0;22.0;2;20:00:00;1;GRE;CAP;1.11;1.53;2.70;5.50;13.00;26.00;6.50;2.37;1.44;1.14;1.04;1.01
COR X PAR 2018-08-25;198 (70%);370 (81%);23;28;39%;61%;0;2;0;2;2;1;31;34;7;8;;;2/23 (9%);3/24 (13%);10;8;7/11 (64%);10/20 (50%);64;68;20;18;6;3;0;2;16;13;22/54 (41%);27/47 (57%);0;2;281;458;1;0;3;8;8;9;3;7;10;9;14/18 (78%);9/14 (64%);13;17;5;3;0;1.44;2.62;2018-08-25;1.30;1.12;2.20;1.22;4.00;1.61;6.00;3.40;2.40;6.50;1.95;True;False;True;True;False;True;False;True;False;False;True;False;False;True;False;False;False;False;;False;True;True;True;True;False;8.2;59.26;40.76;16.64;-85.8;-51.61;-46.97;-23.23;-13.1;-21.21;-5.16;2.48;4.2;-100.0;-57.01;-34.5;-11.1;29.94;24.44;17.1;26.26;-22.06;2.54;-63.56;-35.06;-23.12;-13.99;38.75;40.05;100.0;94.39;61.51;39.13;2.58;27.48;16.11;-12.0;6.2;-29.8;-20.54;-9.0;-19.79;-2.2;53.67;63.74;-16.93;56.31;100.0;80.44;49.04;75.07;39.97;20.23;5.47;1.55;-3.98;17.2;4.56;3.74;40.25;41.59;74.38;44.86;3.47;-24.75;-70.04;-44.34;12.6;-25.46;20.98;47.25;35.09;43.57;54.61;46.69;35.49;81.66;47.64;38.41;26.97;18.64;4.06;-5.37;-4.52;34.73;-21.5;-5.68;54.0;49.34;45.76;83.75;-100.0;1;20:00:00;1;PAR;COR;1.12;1.57;2.87;6.00;15.00;;6.00;2.25;1.40;1.12;1.03;-1
BOT X SPT 2018-08-25;318 (76%);236 (75%);22;22;57%;43%;0;3;0;4;2;3;17;29;2;9;;;3/15 (20%);5/19 (26%);12;9;5/10 (50%);10/24 (42%);68;61;13;21;5;1;;;13;19;32/72 (44%);18/53 (34%);0;4;420;314;;;2;12;5;7;1;7;6;5;16/23 (70%);13/17 (76%);8;17;2;2;0;1.70;2.04;2018-08-25;1.33;1.18;2.10;1.28;3.50;1.75;5.00;3.40;2.40;5.50;2.04;True;False;True;True;False;True;False;True;False;False;False;False;True;True;True;False;False;False;False;False;False;True;True;True;True;2.8;18.88;41.63;12.82;22.36;24.04;4.21;-27.6;-24.86;-18.01;-13.87;4.46;32.6;13.75;7.12;-6.7;-41.38;-22.43;-1.5;-10.76;-15.9;-3.27;5.45;-1.08;9.2;61.52;39.85;18.98;4.73;-15.4;-9.87;-3.85;2.2;6.04;3.42;0.31;-2.87;13.13;21.84;23.08;-83.0;33.08;17.03;6.3;-66.85;6.39;-29.66;-19.76;-4.58;-5.57;3.61;17.4;9.5;15.23;100.0;69.05;6.39;69.52;51.05;100.0;55.03;29.69;27.6;35.86;4.96;6.79;5.25;100.0;-3.56;-5.86;-20.22;88.44;22.62;20.51;14.26;-90.25;-100.0;-100.0;48.14;-100.0;-100.0;-100.0;-100.0;-100.0;-100.0;-93.32;-44.4;-24.7;-3.8;21.02;42.5;100.0;2;22:00:00;1;SPT;BOT;1.10;1.40;2.30;4.00;10.00;21.00;7.50;2.75;1.60;1.22;1.06;1.01
CRU X FLU 2018-08-25;416 (85%);353 (84%);16;17;54%;46%;0;2;0;2;2;4;10;14;5;6;;;4/13 (31%);5/17 (29%);12;8;16/22 (73%);6/10 (60%);61;54;14;17;2;3;;;13;5;32/59 (54%);36/57 (63%);0;1;488;422;;;4;6;2;5;3;3;3;6;8/12 (67%);15/18 (83%);7;12;3;4;1;1.53;2.37;2018-08-25;1.29;1.11;2.50;1.18;4.50;1.55;7.00;3.60;2.25;6.50;2.04;False;True;True;True;False;True;False;True;False;False;False;False;True;True;True;True;False;False;False;False;False;False;True;True;True;0.2;-5.69;-7.79;-8.07;-12.24;-7.87;71.28;8.32;9.51;5.52;7.63;0.32;4.29;8.74;9.17;36.79;11.33;-32.23;-15.9;-46.0;-29.9;-10.25;-4.8;16.1;-11.9;9.51;22.17;9.68;30.56;16.05;9.68;5.37;-34.16;-2.54;-26.37;-2.62;-15.67;-42.43;-25.74;-17.89;43.0;-11.14;8.45;75.61;50.63;-1.31;95.0;54.11;53.22;-32.4;31.6;18.92;40.74;27.93;19.34;45.47;9.2;11.81;5.16;-6.68;-11.08;17.32;4.19;27.78;17.33;11.27;35.73;1.26;47.93;56.18;40.93;26.87;51.29;-50.71;-100.0;-100.0;-100.0;-100.0;-3.72;-100.0;-100.0;-100.0;-100.0;-100.0;-100.0;-100.0;-100.0;-94.14;-82.58;-3.29;-73.53;-100.0;2;22:00:00;1;FLU;CRU;1.10;1.44;2.35;4.50;10.00;23.00;7.00;2.62;1.57;1.18;1.06;1.01
SPO X CEA 2018-08-26;249 (77%);372 (83%);15;20;42%;58%;1;1;1;2;2;4;43;17;5;8;;;3/15 (20%);6/29 (21%);8;4;8/15 (53%);8/12 (67%);41;63;21;13;3;3;;;8;12;24/61 (39%);28/51 (55%);2;0;325;448;1;0;4;11;3;11;3;4;4;8;6/8 (75%);12/15 (80%);8;19;6;3;0;1.53;2.37;2018-08-26;1.22;1.07;3.20;1.08;8.00;1.36;9.50;4.33;1.95;8.50;2.25;True;False;True;True;False;True;False;True;False;False;False;False;True;True;False;False;False;False;False;False;True;True;True;True;True;0.0;14.79;3.45;6.88;23.49;92.2;77.47;54.58;30.78;15.58;-15.27;4.0;-2.04;29.7;33.86;47.29;32.32;68.79;84.69;44.28;8.51;-66.2;-14.4;-46.4;-27.01;-21.7;15.0;14.26;8.47;4.27;-10.47;27.9;43.63;50.6;34.87;57.67;62.76;32.94;14.99;41.95;75.0;41.8;21.89;-13.9;-1.15;30.63;-4.09;21.3;-33.7;36.3;28.33;21.61;15.96;47.7;96.36;63.17;68.61;37.15;31.68;-19.06;16.94;33.36;-28.06;7.1;-2.9;7.13;0.33;48.09;6.41;65.21;55.92;44.65;30.91;7.37;-25.82;27.4;85.93;47.17;32.37;25.24;37.11;60.23;45.03;47.24;47.55;38.7;13.95;-24.07;-3.75;31.18;-10.86;-100.0;1;12:00:00;1;CEA;SPO;1.08;1.33;2.10;3.75;8.00;17.00;8.50;3.25;1.70;1.25;1.08;1.02
AME X FLA 2018-08-26;366 (83%);387 (83%);12;19;50%;50%;3;2;4;4;1;1;15;15;6;3;;;9/22 (41%);3/8 (38%);11;9;8/15 (53%);7/16 (44%);50;53;9;12;0;4;0;1;11;22;33/65 (51%);27/49 (55%);;;443;469;1;0;10;7;4;9;6;2;1;5;13/18 (72%);10/18 (56%);11;12;2;3;2;1.57;2.25;2018-08-26;1.30;1.83;1.22;3.00;1.36;4.20;1.85;3.40;5.00;2.62;1.95;False;True;False;True;True;False;False;False;False;True;False;False;True;True;True;True;True;False;;False;False;False;False;True;False;-1.0;15.84;3.79;2.58;-4.0;-5.9;-43.08;-100.0;-77.05;-60.31;-35.71;34.0;-18.26;25.0;14.69;100.0;65.6;40.68;9.01;8.64;-3.2;-9.11;45.66;-41.62;-29.84;-79.07;-53.73;-77.22;-37.53;-24.16;-12.13;-9.01;7.6;30.75;29.53;-46.2;-100.0;-96.02;-60.85;-41.36;-26.0;-19.81;-8.8;-6.42;-7.23;90.88;-7.71;-8.33;-8.33;-8.33;-8.33;-8.33;-41.33;-39.64;-93.64;-58.74;51.81;-59.99;-48.28;-100.0;-63.43;-44.81;-55.09;-4.96;3.2;16.59;14.07;39.98;12.22;-21.4;-3.96;6.4;-10.6;-5.94;6.6;59.56;41.13;28.44;40.25;-31.8;-6.72;14.6;35.45;19.96;6.36;51.99;100.0;100.0;82.67;45.47;55.13;32.0;2;17:00:00;0;FLA;AME;1.11;1.53;2.70;5.50;13.00;;6.50;2.37;1.44;1.14;1.04;-1
INT X PAL 2018-08-26;281 (73%);404 (82%);24;24;44%;56%;2;1;2;1;3;5;25;18;4;5;;;3/10 (30%);2/20 (10%);9;16;11/16 (69%);10/20 (50%);74;68;24;14;4;3;;;18;14;27/60 (45%);31/62 (50%);0;1;387;495;;;11;4;14;5;3;4;9;10;19/26 (73%);9/14 (64%);20;14;3;2;0;1.66;2.10;2018-08-26;1.33;1.25;1.72;1.44;2.62;2.00;3.80;3.25;2.87;4.50;1.95;True;False;False;True;True;False;False;False;False;True;False;False;True;False;False;False;False;False;False;True;True;True;True;True;True;2.0;-68.99;-45.48;-58.12;-12.87;-8.21;4.33;4.85;42.79;21.4;20.4;-21.0;11.54;6.42;29.77;28.68;22.29;-48.4;-31.46;-43.84;-19.87;-13.45;-8.58;-29.6;-30.41;21.0;-31.0;-55.02;-36.84;-26.89;-51.55;-31.45;-42.97;-1.9;-29.15;19.95;12.3;70.49;55.42;94.75;50.0;50.4;27.93;8.48;-26.45;-1.73;-21.16;-44.6;-27.76;-12.6;-30.05;-20.15;-11.11;7.2;-11.8;5.2;-48.78;75.44;51.37;32.4;36.54;59.74;6.89;7.58;-59.04;-29.78;-4.6;-74.84;-38.27;-23.3;-6.72;-31.54;-49.45;-18.14;31.49;15.61;23.79;81.83;-40.53;65.51;84.81;31.36;39.62;3.59;-7.1;-47.41;-31.09;-23.41;-2.1;-30.34;7.7;-32.0;0;17:00:00;0;PAL;INT;1.10;1.50;2.60;5.00;11.00;26.00;7.00;2.50;1.47;1.16;1.05;1.01
VIT X CAM 2018-08-26;508 (87%);259 (79%);18;10;64%;36%;2;0;2;1;4;6;17;15;4;6;0;2;5/20 (25%);5/16 (31%);10;15;7/15 (47%);2/9 (22%);62;39;12;17;3;4;0;2;12;12;19/50 (38%);19/47 (40%);4;4;582;329;;;12;9;9;9;4;4;5;10;16/22 (73%);11/18 (61%);17;19;3;2;0;2.10;1.66;2018-08-26;1.33;1.75;1.33;2.37;1.53;3.40;2.10;3.40;3.60;2.75;2.25;True;False;True;True;False;True;False;True;False;False;False;False;True;True;False;False;False;False;False;False;True;True;True;True;True;10.0;89.1;42.41;31.66;48.05;3.54;-11.6;-0.65;15.4;64.73;81.65;-41.9;100.0;69.26;37.64;15.64;4.8;-3.49;11.0;21.59;6.22;-8.8;-19.28;5.96;-1.04;28.96;15.96;55.1;2.12;-49.8;31.6;1.86;6.4;32.0;17.11;81.08;45.11;24.96;20.62;42.59;9.0;26.13;1.39;-8.2;-8.09;15.61;-17.45;-54.13;-34.45;-30.19;-25.8;-5.68;-9.89;-13.36;-64.91;-94.11;56.54;-100.0;-93.29;-61.01;-33.11;-14.36;6.15;-29.85;-17.32;-14.89;-15.6;49.53;70.33;65.91;42.0;32.98;16.03;12.23;6.13;-7.08;3.92;24.71;47.89;5.8;-36.3;-32.35;-31.22;-54.02;-61.2;-72.39;-49.15;52.9;10.0;100.0;-36.1;-100.0;1;17:00:00;1;CAM;VIT;1.05;1.25;1.80;3.00;6.00;13.00;11.00;3.75;2.00;1.36;1.12;1.04
VAS X CHA 2018-08-26;370 (83%);335 (78%);22;21;51%;49%;0;1;1;3;0;4;30;21;4;6;;;6/21 (29%);6/24 (25%);10;5;9/16 (56%);4/9 (44%);55;60;20;18;3;3;;;22;14;21/45 (47%);25/64 (39%);1;0;445;428;;;3;6;4;5;4;6;5;9;10/10 (100%);13/17 (76%);8;15;2;3;1;1.53;2.37;2018-08-26;1.36;1.22;1.90;1.33;3.25;1.90;4.33;3.20;2.75;5.50;1.90;False;True;True;True;False;True;False;True;False;False;False;False;True;True;True;True;True;False;;False;False;False;False;True;False;-4.4;8.8;-3.4;-48.68;-31.75;-18.0;-37.48;-17.17;43.87;32.51;14.69;-31.02;16.54;15.35;33.73;22.69;29.34;45.51;18.62;-31.8;-15.61;35.0;-16.44;15.22;12.37;-32.27;-50.07;-65.17;-48.75;-31.99;29.8;15.27;18.21;-9.77;14.71;12.1;8.13;70.64;98.4;56.17;82.0;45.36;24.94;-11.8;33.12;-8.01;19.79;13.98;11.56;31.87;47.22;56.57;16.13;30.43;18.37;5.71;24.9;-55.3;-36.14;-21.56;-16.47;-11.7;40.88;20.89;10.19;-8.12;-11.11;9.18;-5.84;3.8;-5.2;-13.53;10.69;0.43;42.69;24.44;14.06;6.25;32.31;-61.31;-38.66;-100.0;-68.13;-42.79;-23.25;-23.1;-9.69;24.63;12.17;-22.6;7.04;-31.0;3;20:00:00;1;CHA;VAS;1.12;1.57;2.70;5.50;13.00;;6.00;2.25;1.44;1.14;1.04;-1
